No.,Link,Category,Difficulty,Title,link1,link2,link3,link4,link5
1,https://www.techiedelight.com/find-pair-with-given-sum-array/,Array,Easy,Find a pair with the given sum in an array,https://www.geeksforgeeks.org/count-pairs-with-given-sum/,https://www.geeksforgeeks.org/given-an-array-a-and-a-number-x-check-for-pair-in-a-with-sum-as-x/,https://www.geeksforgeeks.org/print-all-pairs-with-given-sum/,https://www.geeksforgeeks.org/count-pairs-with-given-sum-set-2/,https://www.geeksforgeeks.org/given-a-sorted-and-rotated-array-find-if-there-is-a-pair-with-a-given-sum/
